,Model,p,Iteration,Clients per Round,Loss,Accuracy,V-Measure,Homogeneity,Completeness,NMI,Kappa
92,k-means,0.0,9,30,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
93,k-means,0.0,9,40,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
94,k-means,0.0,9,50,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
95,k-means,0.0,9,60,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
96,k-means,0.0,9,70,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
97,k-means,0.0,9,80,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
98,k-means,0.0,9,90,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
99,k-means,0.0,9,100,0.07260753,0.91945,0.8504265663307504,0.8504200106175203,0.8504331221450545,0.8504265663307504,0.8993125
100,k-means,0.0,10,10,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
101,k-means,0.0,10,20,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
102,k-means,0.0,10,30,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
103,k-means,0.0,10,40,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
104,k-means,0.0,10,50,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
105,k-means,0.0,10,60,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
106,k-means,0.0,10,70,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
107,k-means,0.0,10,80,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
108,k-means,0.0,10,90,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
109,k-means,0.0,10,100,0.07260896,0.91945,0.8504347084066638,0.8504281132562348,0.8504413036593855,0.8504347084066637,0.8993125
110,k-means,0.0,11,10,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
111,k-means,0.0,11,20,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
112,k-means,0.0,11,30,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
113,k-means,0.0,11,40,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
114,k-means,0.0,11,50,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
115,k-means,0.0,11,60,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
116,k-means,0.0,11,70,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
117,k-means,0.0,11,80,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
118,k-means,0.0,11,90,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
119,k-means,0.0,11,100,0.07260451,0.9197,0.8509393821147144,0.8509315837194553,0.8509471806529122,0.8509393821147144,0.899625
120,k-means,0.0,12,10,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
121,k-means,0.0,12,20,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
122,k-means,0.0,12,30,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
123,k-means,0.0,12,40,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
124,k-means,0.0,12,50,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
125,k-means,0.0,12,60,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
126,k-means,0.0,12,70,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
127,k-means,0.0,12,80,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
128,k-means,0.0,12,90,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
129,k-means,0.0,12,100,0.072607815,0.9203,0.8520797382546194,0.8520373867465948,0.8521220939731149,0.8520797382546192,0.900375
130,k-means,0.0,13,10,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
131,k-means,0.0,13,20,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
132,k-means,0.0,13,30,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
133,k-means,0.0,13,40,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
134,k-means,0.0,13,50,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
135,k-means,0.0,13,60,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
136,k-means,0.0,13,70,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
137,k-means,0.0,13,80,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
138,k-means,0.0,13,90,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
139,k-means,0.0,13,100,0.07260715,0.92045,0.8523318676168431,0.8522912172788005,0.8523725218327357,0.852331867616843,0.9005625
140,k-means,0.0,14,10,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
141,k-means,0.0,14,20,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
142,k-means,0.0,14,30,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
143,k-means,0.0,14,40,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
144,k-means,0.0,14,50,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
145,k-means,0.0,14,60,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
146,k-means,0.0,14,70,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
147,k-means,0.0,14,80,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
148,k-means,0.0,14,90,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
149,k-means,0.0,14,100,0.08669701,0.79725,0.8150551549848043,0.7828843263864387,0.8499832597364693,0.8150551549848043,0.7465625
150,k-means,0.0,15,10,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
151,k-means,0.0,15,20,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
152,k-means,0.0,15,30,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
153,k-means,0.0,15,40,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
154,k-means,0.0,15,50,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
155,k-means,0.0,15,60,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
156,k-means,0.0,15,70,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
157,k-means,0.0,15,80,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
158,k-means,0.0,15,90,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
159,k-means,0.0,15,100,0.08670196,0.79725,0.8150119831581116,0.783019776353524,0.8497297924245163,0.8150119831581116,0.7465625
160,k-means,0.0,16,10,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
161,k-means,0.0,16,20,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
162,k-means,0.0,16,30,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
163,k-means,0.0,16,40,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
164,k-means,0.0,16,50,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
165,k-means,0.0,16,60,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
166,k-means,0.0,16,70,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
167,k-means,0.0,16,80,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
168,k-means,0.0,16,90,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
169,k-means,0.0,16,100,0.08679374,0.79735,0.8151445261000307,0.7830519192991395,0.8499801188234223,0.8151445261000307,0.7466875
170,k-means,0.0,17,10,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
171,k-means,0.0,17,20,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
172,k-means,0.0,17,30,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
173,k-means,0.0,17,40,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
174,k-means,0.0,17,50,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
175,k-means,0.0,17,60,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
176,k-means,0.0,17,70,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
177,k-means,0.0,17,80,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
178,k-means,0.0,17,90,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
179,k-means,0.0,17,100,0.072603,0.9194,0.8505753527682123,0.8505670118465574,0.850583693853456,0.8505753527682123,0.89925
180,k-means,0.0,18,10,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
181,k-means,0.0,18,20,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
182,k-means,0.0,18,30,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
183,k-means,0.0,18,40,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
184,k-means,0.0,18,50,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
185,k-means,0.0,18,60,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
186,k-means,0.0,18,70,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
187,k-means,0.0,18,80,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
188,k-means,0.0,18,90,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
189,k-means,0.0,18,100,0.07260509,0.92035,0.8522205988687028,0.8521880695081477,0.8522531307127467,0.8522205988687029,0.9004375
190,k-means,0.0,19,10,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
191,k-means,0.0,19,20,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
192,k-means,0.0,19,30,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
193,k-means,0.0,19,40,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
194,k-means,0.0,19,50,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
195,k-means,0.0,19,60,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
196,k-means,0.0,19,70,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
197,k-means,0.0,19,80,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
198,k-means,0.0,19,90,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
199,k-means,0.0,19,100,0.072605535,0.91995,0.8512343451943165,0.8512308803349306,0.8512378100819096,0.8512343451943165,0.8999375000000001
200,k-means,0.0,20,10,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
201,k-means,0.0,20,20,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
202,k-means,0.0,20,30,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
203,k-means,0.0,20,40,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
204,k-means,0.0,20,50,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
205,k-means,0.0,20,60,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
206,k-means,0.0,20,70,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
207,k-means,0.0,20,80,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
208,k-means,0.0,20,90,0.08682438,0.7974,0.8158461733328805,0.7837866932167832,0.8506401833353574,0.8158461733328803,0.74675
